Content,Target
RT @BloktWriter: “@anonianation: Welcome to America http://t.co/44MfvpyI4Q” Yoooo wild 100's heads up the Feds are coming!,-1
Okay... I booked all already... Including the one at bugis.,0
"Thanks for your ringtone order, ref number K718. Your mobile will be charged �4.50. Should your tone not arrive please call customer services on 09065069120",-1
Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,0
"Sorry,in meeting I'll call later",0
I like to think there's always the possibility of being in a pub later.,0
Old Orchard near univ. How about you?,0
Scores Killed in Flooding in Nepal and India http://t.co/CmZh3uqIJd,1
S....s...india going to draw the series after many years in south african soil..,0
Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,0
"#NYTimes Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged... http://t.co/nUdmQahbx0 #WorldRSSFeeds",1
Pix: India Monsoon Flooding http://t.co/Ed7K6I4kjK http://t.co/mKQ2yPvKnt,0
Nepal and India begin relief efforts as monsoon floods claim at least 180 lives #Worldnews http://t.co/tNEWFpY3J4,0
We've relocated @BBCClick 's reporter @DaveJReid to Delhi and it's a bit wet! http://t.co/AoZWKbcd9p Do flood him with any India tech ideas,0
Yes princess! I want to catch you with my big strong hands...,0
What happen dear tell me,0
Me fine..absolutly fine,0
Oh my God. I'm almost home,0
Nepal and India floods leave many dead: At least 160 people are reported to have been killed in floods and lan... http://t.co/xedliI5vtS,1
Clean up begins after powerful California earthquake http://t.co/4KtGFnk1pm #UK #ITV #news,0
Want a new Video Phone? 750 anytime any network mins? Half price line rental free text for 3 months? Reply or call 08000930705 for free delivery,-1
Yeah just open chat and click friend lists. Then make the list. Easy as pie,0
"K, if u bored up just come to my home..",0
Small quake strikes off Southern California http://t.co/UqFMf35owP,0
Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,0
I am not having her number sir,0
"#earthquake: M 1.1, Northern California http://t.co/APVxXRd6Jy",0
PRIVATE! Your 2003 Account Statement for 07808247860 shows 800 un-redeemed S. I. M. points. Call 08719899229 Identifier Code: 40411 Expires 06/11/04,-1
Northern California rocked by magnitude 6.0 earthquake – Fox News http://t.co/LzuAUb6iD9,0
S:)s.nervous  &lt;#&gt; :),0
RT @ginalimp: ¤ USA http://t.co/Bp83p76itD 183 Earthquake Strong Earthquake Shakes Bay Area in California ginalimp California USA Inglewood…,0
"RT @KCBSNews: #Vallejo: 7 commercial buildings damaged in #napaquake red-tagged, 30 yellow-tagged. http://t.co/pBc3IHMM5q",1
Dare i ask... Any luck with sorting out the car?,0
"Think ur smart ? Win �200 this week in our weekly quiz, text PLAY to 85222 now!T&Cs WinnersClub PO BOX 84, M26 3UZ. 16+. GBP1.50/week",-1
"Quake: M 1.3 - 12km N of Cloverdale, California",0
"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",0
Cant think of anyone with * spare room off * top of my head,0
LOL ... Have you made plans for new years?,0
#News ： California wine country quake losses seen in the billions - Reuters http://t.co/AK4bt3PqS5 #TAFS #FB100%,1
"RT @nicoleewayne: ¦ http://t.co/EFXT5xZSnc 277 ¦ Dozens injured, 3 critically, after strong earthquake in California ¦ (CNN) -- A 6.0-magni…",1
haha but no money leh... Later got to go for tuition... Haha and looking for empty slots for driving lessons,0
I'm still pretty weak today .. Bad day ?,0
I luv u soo much u don��t understand how special u r 2 me ring u 2morrow luv u xxx,0
Siva is in hostel aha:-.,0
#​SEO Jawbone Up data reveals 2014 South Napa earthquake kept many people up all night http://t.co/j9IEZaw0Hb,0
No..jst change tat only..,0
"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",0
Niners' game vs. Chargers still on after Napa earthquake http://t.co/W8XNTXl72Q,0
"Goodnight, sleep well da please take care pa. Please.",0
�� neva tell me how i noe... I'm not at home in da aft wat...,0
"#AnDyDiiaz1 Scores Killed in Flooding in Nepal and India: More than 11,000 homes have been damaged... http://t.co/LCEaXsB2Dc #AnDyDiiaz1",1
"Just making dinner, you ?",0
Omg I want to scream. I weighed myself and I lost more weight! Woohoo!,0
Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,0
"Deaths Climb from India, Nepal Floods #jobs #news #career #jobsila #India http://t.co/FKbS71dNos",1
#India: Residents float down the street in flood water: https://t.co/qvIWVy36wV #Monsoons #monsoon2014 #flood #flooding #indianproblemsnight,0
Many dead in Nepal and India floods http://t.co/KCY2l3bc78,1
"When people see my msgs, They think Iam addicted to msging... They are wrong, Bcoz They don\'t know that Iam addicted to my sweet Friends..!! BSLVYL",0
Then �_ ask dad to pick �_ up lar... �� wan 2 stay until 6 meh...,0
"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",0
"Doing nothing, then u not having dinner w us?",0
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,0
And I don't plan on staying the night but I prolly won't be back til late,0
Captain vijaykanth is doing comedy in captain tv..he is drunken :),0
RT @juliagrayce: everytime I think about the fact that I'm waking up at 6 tomorrow I cry a little,-1
K..k:)how about your training process?,0
Never try alone to take the weight of a tear that comes out of ur heart and falls through ur eyes... Always remember a STUPID FRIEND is here to share... BSLVYL,0
"\Petey boy whereare you me and all your friendsare in theKingshead come down if you canlove Nic\""""",0
"RT @AP: California earthquake hits wine region hard, destroying thousands of bottles and barrels of wine: http://t.co/1RGk5deR1q",1
Stupid.its not possible,0
RT @jfew: The most California thing imaginable. #skateordie #skateANDdie #earthquake http://t.co/OCSxUaPlZe,0
Still chance there. If you search hard you will get it..let have a try :),0
Pls i wont belive god.not only jesus.,0
Why The Earthquake Near San Francisco Is Just The Start Of The Shaking In California - Freedom Outpost http://t.co/KfnCEfWiLn,0
1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,0
Dont worry. I guess he's busy.,0
Send a logo 2 ur lover - 2 names joined by a heart. Txt LOVE NAME1 NAME2 MOBNO eg LOVE ADAM EVE 07123456789 to 87077 Yahoo! POBox36504W45WQ TxtNO 4 no ads 150p.,-1
I dont want to hear philosophy. Just say what happen,0
RT @Revelation1217: The California Earthquake Is Just A Preview Of What Is Coming   http://t.co/6PxoDxzwOR,-1
"@olamide719 24 Killed, Including 7 In Their Sleep As Landslide Hit India: Heavy downpours in India triggered l... http://t.co/ZFDlBUnhOI",1
I'm in class. Will holla later,0
Ryder unsold.now gibbs.,0
What time you thinkin of goin?,0
I wish! I don't think its gonna snow that much. But it will be more than those flurries we usually get that melt before they hit the ground. Eek! We haven't had snow since &lt;#&gt; before I was even born!,0
"Hundreds #dead as monsoon brings chaos to northern #India, #Nepal - Aug 18 @ 9:57 AM ET http://t.co/2as1w5cVSb",1
"RT @SebastianiWines: Pretty severe tank damage &amp; significant amount of #wine loss, but we're feeling fortunate everyone is safe #napaquake …",1
RT @News24lHOT: USA » NEWS » http://t.co/X53ukLUQSw HOT NEWS 500 earthquake Northern California earthquake is the strongest in 25 years #ea…,0
"Yeah, I'll leave in a couple minutes &amp; let you know when I get to mu",0
How dare you stupid. I wont tell anything to you. Hear after i wont talk to you:-.,0
"RT @RickyPDillon: BRAND NEW VIDEO!! ""APPS IN REAL LIFE"" CHECK IT OUT-&gt; https://t.co/7dpAdpEVm2 please thumbs up &amp; RT for a follow/DM today!…",-1
¤ http://t.co/SamSSuVG6l 842 California earthquake California earthquake prompts calls for early-warning system sofiaorden   #Californiaear…,0
"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",0
"#FollowMe #F2F #FF Flood Fury in North India: Dozens Killed, Lakhs Affected: Heavy monsoon... http://t.co/wQw1atsPVx #FollowBack #Follow",1
"K.. I yan jiu liao... Sat we can go 4 bugis vill one frm 10 to 3 den hop to parco 4 nb. Sun can go cine frm 1030 to 2, den hop to orc mrt 4 hip hop at 4...",0
First answer my question.,0
"Anyway I don't think I can secure anything up here, lemme know if you want me to drive down south and chill",0
"K will do, addie &amp; I are doing some art so I'll be here when you get home",0
Ok k..sry i knw 2 siva..tats y i askd..,0
RT @CBSNews: Experimental warning system gave 10-second alert before California earthquake http://t.co/vaDRMLuRXo,0
What you need. You have a person to give na.,0
I am on the way to ur home,0
Tessy..pls do me a favor. Pls convey my birthday wishes to Nimya..pls dnt forget it. Today is her birthday Shijas,0
"【#USGS #alert】 M 1.0, Northern California: August 28, 2014 20:37:15 GMT http://t.co/r4WnlJwKUA #earthquake #tsunami #prayfromjapan",0
"180 Dead as Floods Wash Away Homes in Nepal, India http://t.co/e1TWk9MjBo http://t.co/8F2zjKI63f #india #asia",1
Forbes China Rich Lister's Winery In Napa Valley Avoids Earthquake Damage: Qinghua Huzhu Barle... http://t.co/ZCgwlH1q4Y #forbesbusiness,0
Please don't text me anymore. I have nothing else to say.,0
#Flood fury in India - http://t.co/lMuHhxYyXh http://t.co/YnJs5GpMOn,0
"Goodmorning, today i am late for 1hr.",0
"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.",0
"Get the door, I'm here",0
"Hundreds Dead as Monsoon Brings Chaos to Northern India, Nepal http://t.co/5EZNJIv9hD #infowars #alexjones",1
BBC : Many dead in Nepal and India floods http://t.co/xCXSjQjHO8,1
"""@CityNews: Thousands without power following 6.0-magnitude #earthquake in #California  http://t.co/Dw9x5IHrJC""",1
Can �_ call me at 10:10 to make sure dat i've woken up...,0
Hows the pain dear?y r u smiling?,0
RT @RuptlyNewsroom: USA: CA rattled by destruction of magnitude 6.1 quake #Californiaearthquake https://t.co/hXhnwYH0YP,0
"RT @LiveScience: South Napa Earthquake Woke Up Many, Fitness Trackers Reveal http://t.co/JWo9eEDsK1 http://t.co/wMrpWZl2FC",0
"India: Odisha flood toll rises to 45, water level goes down  Source: Times of India  Country: India  PTI | Aug 1... http://t.co/MyKEOyn92X",1
Ok lor...,0
RT @heyyouapp: ♦ http://t.co/8Nm42gfKnO 193  #earthquake  ♦ earthquake  ♦ Napa earthquake of 2014 http://t.co/i7PB6CKfsM,0
"Alright omw, gotta change my order to a half8th",0
RT @globalnews: California winemakers cleaning up after quake http://t.co/CKtmNu9mPb http://t.co/HVM0LjZwHi,0
"Yeah I am, so I'll leave maybe 7ish?",0
India: Odisha floods 2014 Situation report 3  Source: Caritas  Country: India  SITUATION AT THE GROUND  Death to... http://t.co/tHk6bvTWTG,1
Ok. Me watching tv too.,0
"#TopNews Monsoon kills hundreds in India, Nepal: Dozens of people have been killed in f... http://t.co/VJXRMz4pDU http://t.co/8bv57jzqPm",1
I think if he rule tamilnadu..then its very tough for our people.,0
"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",0
Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + �200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com,-1
"Semi huge earthquake in Northern California , small earthquake in Southern California ...hmm",0
I wanted to wish you a Happy New Year and I wanted to talk to you about some legal advice to do with when Gary and I split but in person. I'll make a trip to Ptbo for that. I hope everything is good with you babe and I love ya :),0
"TZ @Tinaz468: @TF2052  sad.RT : California earthquake hits wine region hard, destroying thousands of b... http://t.co/xILl64iMXY #APNews",1
"Me not waking up until 4 in the afternoon, sup",0
tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,0
"Aight I'll grab something to eat too, text me when you're back at mu",0
Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,0
Indian cuisine Orlando opens the flood gates. http://t.co/LQALrQSkbg,0
Aah bless! How's your arm?,0
Ok lor.,0
@mc_nelson_inxs Many dead in Nepal and India floods: At least 160 people are reported to have ... http://t.co/bwkwKJqbJ8 @mc_nelson_inxs,1
ok....take care.umma to you too...,0
California hit with worst quake in 25 years,0
RT @lauraluuuuuuu: My neighbors are smokin some fuego. Stinkin my house up,-1
RT @tcm: What's your favorite Claudette Colbert film in our line-up for tomorrow? #ColbertTCM #SUTS. http://t.co/seNFkj3FsR,-1
"Flooding in Nepal, India Kills At Least 180 http://t.co/lBW5O3GyBX #EMM",1
"RT @koconews: Hundreds dead as monsoon hits India, Nepal http://t.co/dJahUKKMKt",1
V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night,0
RT @YaBoyBoober: I wanna be laid up is that to much to ask for..?,-1
"RT @Forbes: Earthquake in CA on Sunday led to injuries, property damage &amp;...more than a million hours of lost sleep? http://t.co/eg9oT6t7IF",1
